014-1a00	WYG 014-1a	WYG0462/WYG0462-0040a.png
014-1b00	WYG 014-1b	WYG0462/WYG0462-0040b.png
014-2a00	WYG 014-2a	WYG0462/WYG0462-0041a.png
014-2b00	WYG 014-2b	WYG0462/WYG0462-0041b.png
014-3a00	WYG 014-3a	WYG0462/WYG0462-0041c.png
014-3b00	WYG 014-3b	WYG0462/WYG0462-0041d.png
014-4a00	WYG 014-4a	WYG0462/WYG0462-0042a.png
014-4b00	WYG 014-4b	WYG0462/WYG0462-0042b.png
014-5a00	WYG 014-5a	WYG0462/WYG0462-0042c.png
014-5b00	WYG 014-5b	WYG0462/WYG0462-0042d.png
014-6a00	WYG 014-6a	WYG0462/WYG0462-0043a.png
014-6b00	WYG 014-6b	WYG0462/WYG0462-0043b.png
014-7a00	WYG 014-7a	WYG0462/WYG0462-0043c.png
014-7b00	WYG 014-7b	WYG0462/WYG0462-0043d.png
014-8a00	WYG 014-8a	WYG0462/WYG0462-0044a.png
014-8b00	WYG 014-8b	WYG0462/WYG0462-0044b.png
014-9a00	WYG 014-9a	WYG0462/WYG0462-0044c.png
014-9b00	WYG 014-9b	WYG0462/WYG0462-0044d.png
014-10a00	WYG 014-10a	WYG0462/WYG0462-0045a.png
014-10b00	WYG 014-10b	WYG0462/WYG0462-0045b.png
014-11a00	WYG 014-11a	WYG0462/WYG0462-0045c.png
014-11b00	WYG 014-11b	WYG0462/WYG0462-0045d.png
014-12a00	WYG 014-12a	WYG0462/WYG0462-0046a.png
014-12b00	WYG 014-12b	WYG0462/WYG0462-0046b.png
014-13a00	WYG 014-13a	WYG0462/WYG0462-0046c.png
014-13b00	WYG 014-13b	WYG0462/WYG0462-0046d.png
014-14a00	WYG 014-14a	WYG0462/WYG0462-0047a.png
014-14b00	WYG 014-14b	WYG0462/WYG0462-0047b.png
014-15a00	WYG 014-15a	WYG0462/WYG0462-0047c.png
014-15b00	WYG 014-15b	WYG0462/WYG0462-0047d.png
014-16a00	WYG 014-16a	WYG0462/WYG0462-0048a.png
014-16b00	WYG 014-16b	WYG0462/WYG0462-0048b.png
014-17a00	WYG 014-17a	WYG0462/WYG0462-0048c.png
014-17b00	WYG 014-17b	WYG0462/WYG0462-0048d.png
014-18a00	WYG 014-18a	WYG0462/WYG0462-0049a.png
014-18b00	WYG 014-18b	WYG0462/WYG0462-0049b.png
